"เดือน","ปีงบประมาณ","รหัสเครื่อง","ประเภทงานพิมพ์","สถานที่","หน่วยงาน","รุ่น","มิเตอร์ครั้งก่อน","มิเตอร์ครั้งหลัง","จำนวนแผ่น","กระดาษเสีย 3%","ยอดใช้สุทธิ","ราคา/แผ่น","ยอดเบิก (คำนวณ)","ยอดตามใบแจ้งหนี้","ผลต่าง","ตรวจสอบ"
"2568-09","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,481","36,524","43 แผ่น","1 แผ่น","42 แผ่น","0.59","24.78","24.78","0.00","ปกติ"
"2568-09","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","17,554","17,891","337 แผ่น","10 แผ่น","327 แผ่น","2.90","948.30","948.30","0.00","ปกติ"
"2568-09","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","381,809","384,336","2,527 แผ่น","76 แผ่น","2,451 แผ่น","0.33","808.83","808.83","0.00","ปกติ"
"2568-08","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,444","36,481","37 แผ่น","1 แผ่น","36 แผ่น","0.59","21.24","21.24","0.00","ปกติ"
"2568-08","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","17,389","17,554","165 แผ่น","5 แผ่น","160 แผ่น","2.90","464.00","464.00","0.00","ปกติ"
"2568-08","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","380,663","381,809","1,146 แผ่น","34 แผ่น","1,112 แผ่น","0.33","366.96","366.96","0.00","ปกติ"
"2568-07","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,245","36,444","199 แผ่น","6 แผ่น","193 แผ่น","0.59","113.87","113.87","0.00","ปกติ"
"2568-07","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","16,720","17,389","669 แผ่น","20 แผ่น","649 แผ่น","2.90","1,882.10","1,882.10","0.00","ปกติ"
"2568-07","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","378,833","380,663","1,830 แผ่น","55 แผ่น","1,775 แผ่น","0.33","585.75","585.75","0.00","ปกติ"
"2568-06","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,221","36,245","24 แผ่น","1 แผ่น","23 แผ่น","0.59","13.57","13.57","0.00","ปกติ"
"2568-06","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","16,429","16,720","291 แผ่น","9 แผ่น","282 แผ่น","2.90","817.80","817.80","0.00","ปกติ"
"2568-06","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","378,150","378,833","683 แผ่น","20 แผ่น","663 แผ่น","0.33","218.79","218.79","0.00","ปกติ"
"2568-05","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,214","36,221","7 แผ่น","0 แผ่น","7 แผ่น","0.59","4.13","4.13","0.00","ปกติ"
"2568-05","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","16,332","16,429","97 แผ่น","3 แผ่น","94 แผ่น","2.90","272.60","272.60","0.00","ปกติ"
"2568-05","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","377,753","378,150","397 แผ่น","12 แผ่น","385 แผ่น","0.33","127.05","127.05","0.00","ปกติ"
"2568-04","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,193","36,214","21 แผ่น","1 แผ่น","20 แผ่น","0.59","11.80","11.80","0.00","ปกติ"
"2568-04","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","15,891","16,332","441 แผ่น","13 แผ่น","428 แผ่น","2.90","1,241.20","1,241.20","0.00","ปกติ"
"2568-04","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","376,976","377,753","777 แผ่น","23 แผ่น","754 แผ่น","0.33","248.82","248.82","0.00","ปกติ"
"2568-03","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,154","36,193","39 แผ่น","1 แผ่น","38 แผ่น","0.59","22.42","22.42","0.00","ปกติ"
"2568-03","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","15,281","15,891","610 แผ่น","18 แผ่น","592 แผ่น","2.90","1,716.80","1,716.80","0.00","ปกติ"
"2568-03","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","376,322","376,976","654 แผ่น","20 แผ่น","634 แผ่น","0.33","209.22","209.22","0.00","ปกติ"
"2568-02","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,148","36,154","6 แผ่น","0 แผ่น","6 แผ่น","0.59","3.54","3.54","0.00","ปกติ"
"2568-02","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","15,003","15,281","278 แผ่น","8 แผ่น","270 แผ่น","2.90","783.00","783.00","0.00","ปกติ"
"2568-02","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","375,661","376,322","661 แผ่น","20 แผ่น","641 แผ่น","0.33","211.53","211.53","0.00","ปกติ"
"2568-01","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,092","36,148","56 แผ่น","2 แผ่น","54 แผ่น","0.59","31.86","31.86","0.00","ปกติ"
"2568-01","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","14,870","15,003","133 แผ่น","4 แผ่น","129 แผ่น","2.90","374.10","374.10","0.00","ปกติ"
"2568-01","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","374,801","375,661","860 แผ่น","26 แผ่น","834 แผ่น","0.33","275.22","275.22","0.00","ปกติ"
"2567-12","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,085","36,092","7 แผ่น","0 แผ่น","7 แผ่น","0.59","4.13","4.13","0.00","ปกติ"
"2567-12","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","14,760","14,870","110 แผ่น","3 แผ่น","107 แผ่น","2.90","310.30","310.30","0.00","ปกติ"
"2567-12","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","374,364","374,801","437 แผ่น","13 แผ่น","424 แผ่น","0.33","139.92","139.92","0.00","ปกติ"
"2567-11","2568","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,024","36,085","61 แผ่น","2 แผ่น","59 แผ่น","0.59","34.81","34.81","0.00","ปกติ"
"2567-11","2568","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","14,556","14,760","204 แผ่น","6 แผ่น","198 แผ่น","2.90","574.20","574.20","0.00","ปกติ"
"2567-11","2568","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","373,790","374,364","574 แผ่น","17 แผ่น","557 แผ่น","0.33","183.81","183.81","0.00","ปกติ"
"2567-10","2568","95015963","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","MX-M464N","127,743","128,733","990 แผ่น","30 แผ่น","960 แผ่น","0.33","316.80","316.80","0.00","ปกติ"
"2567-10","2568","D70001ME","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","CLX-9301NA","204,010","204,047","37 แผ่น","1 แผ่น","36 แผ่น","0.59","21.24","21.24","0.00","ปกติ"
"2567-10","2568","D70001ME","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","CLX-9301NA","61,495","61,886","391 แผ่น","12 แผ่น","379 แผ่น","2.90","1,099.10","1,099.10","0.00","ปกติ"
"2569-07","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,733","36,759","26 แผ่น","1 แผ่น","25 แผ่น","0.59","14.75","14.75","0.00","ปกติ"
"2569-07","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","19,853","20,226","373 แผ่น","11 แผ่น","362 แผ่น","2.90","1,049.80","1,049.80","0.00","ปกติ"
"2569-07","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","391,188","392,446","1,258 แผ่น","38 แผ่น","1,220 แผ่น","0.33","402.60","402.60","0.00","ปกติ"
"2569-06","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,729","36,733","4 แผ่น","0 แผ่น","4 แผ่น","0.59","2.36","2.36","0.00","ปกติ"
"2569-06","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","19,313","19,853","540 แผ่น","16 แผ่น","524 แผ่น","2.90","1,519.60","1,519.60","0.00","ปกติ"
"2569-06","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","390,517","391,188","671 แผ่น","20 แผ่น","651 แผ่น","0.33","214.83","214.83","0.00","ปกติ"
"2569-05","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,724","36,729","5 แผ่น","0 แผ่น","5 แผ่น","0.59","2.95","2.95","0.00","ปกติ"
"2569-05","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","19,294","19,313","19 แผ่น","1 แผ่น","18 แผ่น","2.90","52.20","52.20","0.00","ปกติ"
"2569-05","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","390,213","390,517","304 แผ่น","9 แผ่น","295 แผ่น","0.33","97.35","97.35","0.00","ปกติ"
"2569-04","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,697","36,724","27 แผ่น","1 แผ่น","26 แผ่น","0.59","15.34","15.34","0.00","ปกติ"
"2569-04","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","19,194","19,294","100 แผ่น","3 แผ่น","97 แผ่น","2.90","281.30","281.30","0.00","ปกติ"
"2569-04","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","389,701","390,213","512 แผ่น","15 แผ่น","497 แผ่น","0.33","164.01","164.01","0.00","ปกติ"
"2569-03","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,688","36,697","9 แผ่น","0 แผ่น","9 แผ่น","0.59","5.31","5.31","0.00","ปกติ"
"2569-03","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","19,007","19,194","187 แผ่น","6 แผ่น","181 แผ่น","2.90","524.90","524.90","0.00","ปกติ"
"2569-03","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","389,203","389,701","498 แผ่น","15 แผ่น","483 แผ่น","0.33","159.39","159.39","0.00","ปกติ"
"2569-02","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,625","36,688","63 แผ่น","2 แผ่น","61 แผ่น","0.59","35.99","35.99","0.00","ปกติ"
"2569-02","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","18,865","19,007","142 แผ่น","4 แผ่น","138 แผ่น","2.90","400.20","400.20","0.00","ปกติ"
"2569-02","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","388,353","389,203","850 แผ่น","26 แผ่น","825 แผ่น","0.33","272.25","272.25","0.00","ปกติ"
"2569-01","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,605","36,625","20 แผ่น","1 แผ่น","19 แผ่น","0.59","11.21","11.21","0.00","ปกติ"
"2569-01","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","18,661","18,865","204 แผ่น","6 แผ่น","198 แผ่น","2.90","574.20","574.20","0.00","ปกติ"
"2569-01","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","386,831","388,353","1,522 แผ่น","46 แผ่น","1,476 แผ่น","0.33","487.08","487.08","0.00","ปกติ"
"2568-12","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,596","36,605","9 แผ่น","0 แผ่น","9 แผ่น","0.59","5.31","5.31","0.00","ปกติ"
"2568-12","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","18,455","18,661","206 แผ่น","6 แผ่น","200 แผ่น","2.90","580.00","580.00","0.00","ปกติ"
"2568-12","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","386,359","386,831","472 แผ่น","14 แผ่น","458 แผ่น","0.33","151.14","151.14","0.00","ปกติ"
"2568-11","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,552","36,596","44 แผ่น","1 แผ่น","43 แผ่น","0.59","25.37","25.37","0.00","ปกติ"
"2568-11","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","18,191","18,455","264 แผ่น","8 แผ่น","256 แผ่น","2.90","742.40","742.40","0.00","ปกติ"
"2568-11","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","385,592","386,359","767 แผ่น","23 แผ่น","744 แผ่น","0.33","245.52","245.52","0.00","ปกติ"
"2568-10","2569","07RRBJMK100009N","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","36,524","36,552","28 แผ่น","1 แผ่น","27 แผ่น","0.59","15.93","15.93","0.00","ปกติ"
"2568-10","2569","07RRBJMK100009N","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-X4300LX","17,891","18,191","300 แผ่น","9 แผ่น","291 แผ่น","2.90","843.90","843.90","0.00","ปกติ"
"2568-10","2569","0A3HB1DH600055M","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 1","งานกิจการนักศึกษา งานวิเทศสัมพันธ์ งานประชาสัมพันธ์","SL-K7500LX","384,336","385,592","1,256 แผ่น","38 แผ่น","1,218 แผ่น","0.33","401.94","401.94","0.00","ปกติ"
"2568-09","2568","07RUBJKK00005E","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","325,941","326,071","130 แผ่น","4 แผ่น","126 แผ่น","0.59","74.34","74.34","0.00","ปกติ"
"2568-09","2568","07RUBJKK00005E","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","111,073","111,108","35 แผ่น","1 แผ่น","34 แผ่น","2.90","98.60","98.60","0.00","ปกติ"
"2568-09","2568","07RUBJKK0000SA","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","246,089","246,342","253 แผ่น","8 แผ่น","245 แผ่น","0.59","144.55","144.55","0.00","ปกติ"
"2568-09","2568","07RUBJKK0000SA","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","233,483","233,660","177 แผ่น","5 แผ่น","172 แผ่น","2.90","498.80","498.80","0.00","ปกติ"
"2568-08","2568","07RUBJKK00005E","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","325,633","325,941","308 แผ่น","9 แผ่น","299 แผ่น","0.59","176.41","176.41","0.00","ปกติ"
"2568-08","2568","07RUBJKK00005E","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","111,070","111,073","3 แผ่น","0 แผ่น","3 แผ่น","2.90","8.70","8.70","0.00","ปกติ"
"2568-08","2568","07RUBJKK0000SA","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","245,856","246,089","233 แผ่น","7 แผ่น","226 แผ่น","0.59","133.34","133.34","0.00","ปกติ"
"2568-08","2568","07RUBJKK0000SA","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","233,480","233,483","3 แผ่น","0 แผ่น","3 แผ่น","2.90","8.70","8.70","0.00","ปกติ"
"2568-07","2568","07RUBJKK00005E","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","325,628","325,633","5 แผ่น","0 แผ่น","5 แผ่น","0.59","2.95","2.95","0.00","ปกติ"
"2568-07","2568","07RUBJKK00005E","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","111,070","111,070","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2568-07","2568","07RUBJKK0000SA","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","245,853","245,856","3 แผ่น","0 แผ่น","3 แผ่น","0.59","1.77","1.77","0.00","ปกติ"
"2568-07","2568","07RUBJKK0000SA","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","233,480","233,480","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2568-06","2568","07RUBJKK00005E","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","325,619","325,628","9 แผ่น","0 แผ่น","9 แผ่น","0.59","5.31","5.31","0.00","ปกติ"
"2568-06","2568","07RUBJKK00005E","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","111,065","111,070","5 แผ่น","0 แผ่น","5 แผ่น","2.90","14.50","14.50","0.00","ปกติ"
"2568-06","2568","07RUBJKK0000SA","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","245,845","245,853","8 แผ่น","0 แผ่น","8 แผ่น","0.59","4.72","4.72","0.00","ปกติ"
"2568-06","2568","07RUBJKK0000SA","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","งานบริการการศึกษา","SL-X4300LX","233,479","233,480","1 แผ่น","0 แผ่น","1 แผ่น","2.90","2.90","2.90","0.00","ปกติ"
